553136845589319680	1	1	1
553136845589319680	2	1	-1
553136845589319680	3	1	1
553136845589319680	4	1	-1
553136845589319680	5	1	-1
553136845589319680	6	1	1
553136845589319680	7	5	1
553136845589319680	8	1	1
553136845589319680	9	1	-1
553136845589319680	10	1	1
553136845589319680	11	1	1
553136845589319680	12	1	-1
553136845589319680	13	7	1
553136845589319680	14	7	-1
553136845589319680	15	1	1
553136845589319680	16	1	1
553136845589319680	17	13	-1
553136845589319680	18	13	-1
553136845589319680	19	5	-1
553136845589319680	20	5	-1
553136845589319680	21	17	-1
553136845589319680	22	21	-1
553136845589319680	23	17	-1
553136845589319680	24	5	1
553136845589319680	25	22	-1
553136845589319680	26	25	-1
553136845589319680	27	26	1
553136845589319680	28	27	1
553136845589319680	29	28	1
553136845589319680	30	29	-1
553136845589319680	31	30	1
553136845589319680	32	30	-1
553136845589319680	33	31	1
553136845589319680	34	30	-1
553136845589319680	35	34	-1
553136845589319680	36	35	-1
553136845589319680	37	36	1
553136845589319680	38	37	-1
