553537648938086403	1	1	1
553537648938086403	2	1	-1
553537648938086403	3	1	-1
553537648938086403	4	3	1
553537648938086403	5	2	1
553537648938086403	6	5	1
553537648938086403	7	1	1
553537648938086403	8	7	-1
553537648938086403	9	4	-1
553537648938086403	10	9	1
553537648938086403	11	10	1
553537648938086403	12	11	-1
553537648938086403	13	12	-1
553537648938086403	14	12	1
553537648938086403	15	13	-1
553537648938086403	16	15	1
553537648938086403	17	16	1
553537648938086403	18	17	-1
553537648938086403	19	8	1
553537648938086403	20	19	-1
553537648938086403	21	20	-1
553537648938086403	22	20	-1
553537648938086403	23	21	1
553537648938086403	24	18	-1
553537648938086403	25	24	1
553537648938086403	26	25	1
553537648938086403	27	26	1
553537648938086403	28	27	-1
