524983366261936130	1	1	1
524983366261936130	2	1	1
524983366261936130	3	1	1
524983366261936130	4	1	1
524983366261936130	5	1	-1
524983366261936130	6	1	1
524983366261936130	7	1	1
524983366261936130	8	1	1
524983366261936130	9	6	-1
524983366261936130	10	6	1
524983366261936130	11	9	1
524983366261936130	12	2	1
524983366261936130	13	11	1
524983366261936130	14	1	1
524983366261936130	15	6	1
524983366261936130	16	1	-1
524983366261936130	17	1	-1
524983366261936130	18	1	1
524983366261936130	19	1	1
524983366261936130	20	1	-1
