552806932176977920	1	1	1
552806932176977920	2	1	-1
552806932176977920	3	1	-1
552806932176977920	4	3	1
552806932176977920	5	4	-1
552806932176977920	6	1	-1
552806932176977920	7	1	1
552806932176977920	8	7	1
552806932176977920	9	8	-1
552806932176977920	10	8	1
552806932176977920	11	7	1
552806932176977920	12	11	-1
552806932176977920	13	12	-1
552806932176977920	14	13	-1
552806932176977920	15	1	-1
552806932176977920	16	1	1
552806932176977920	17	16	-1
552806932176977920	18	17	1
552806932176977920	19	17	1
552806932176977920	20	18	-1
552806932176977920	21	19	1
552806932176977920	22	20	1
552806932176977920	23	22	-1
