552788886355996672	1	1	1
552788886355996672	2	1	-1
552788886355996672	3	1	-1
552788886355996672	4	1	1
552788886355996672	5	1	-1
552788886355996672	6	1	-1
552788886355996672	7	1	1
552788886355996672	8	1	1
552788886355996672	9	2	1
552788886355996672	10	1	-1
552788886355996672	11	10	1
552788886355996672	12	1	-1
552788886355996672	13	1	1
552788886355996672	14	8	1
552788886355996672	15	4	1
552788886355996672	16	9	-1
552788886355996672	17	16	-1
552788886355996672	18	13	-1
552788886355996672	19	9	1
552788886355996672	20	19	1
552788886355996672	21	19	1
552788886355996672	22	20	1
552788886355996672	23	17	-1
552788886355996672	24	10	-1
552788886355996672	25	10	-1
552788886355996672	26	25	-1
552788886355996672	27	26	-1
552788886355996672	28	27	1
552788886355996672	29	9	1
552788886355996672	30	28	1
552788886355996672	31	13	-1
552788886355996672	32	30	1
552788886355996672	33	32	1
552788886355996672	34	32	1
552788886355996672	35	34	1
552788886355996672	36	35	-1
552788886355996672	37	36	1
552788886355996672	38	37	1
552788886355996672	39	37	1
552788886355996672	40	37	-1
552788886355996672	41	21	1
552788886355996672	42	20	1
552788886355996672	43	42	1
552788886355996672	44	42	-1
552788886355996672	45	44	-1
552788886355996672	46	45	-1
552788886355996672	47	45	-1
552788886355996672	48	45	-1
552788886355996672	49	45	-1
552788886355996672	50	3	-1
552788886355996672	51	49	1
552788886355996672	52	50	-1
552788886355996672	53	51	-1
552788886355996672	54	8	1
552788886355996672	55	52	1
552788886355996672	56	55	-1
552788886355996672	57	43	1
552788886355996672	58	57	-1
552788886355996672	59	57	1
552788886355996672	60	54	1
552788886355996672	61	60	-1
