544273427075710976	1	1	1
544273427075710976	2	1	1
544273427075710976	3	1	-1
544273427075710976	4	1	1
544273427075710976	5	1	1
544273427075710976	6	5	-1
544273427075710976	7	1	1
544273427075710976	8	1	-1
544273427075710976	9	1	-1
544273427075710976	10	1	1
544273427075710976	11	1	-1
544273427075710976	12	1	1
544273427075710976	13	1	1
544273427075710976	14	1	1
544273427075710976	15	1	1
544273427075710976	16	1	-1
544273427075710976	17	1	-1
544273427075710976	18	1	-1
544273427075710976	19	1	-1
544273427075710976	20	13	-1
544273427075710976	21	19	-1
544273427075710976	22	2	1
544273427075710976	23	2	-1
