524994965366382593	1	1	1
524994965366382593	2	1	-1
524994965366382593	3	2	1
524994965366382593	4	1	-1
524994965366382593	5	1	1
524994965366382593	6	1	1
524994965366382593	7	1	1
524994965366382593	8	1	1
524994965366382593	9	1	-1
524994965366382593	10	1	-1
524994965366382593	11	1	-1
524994965366382593	12	11	1
524994965366382593	13	12	-1
524994965366382593	14	8	-1
524994965366382593	15	14	1
524994965366382593	16	8	-1
524994965366382593	17	16	1
524994965366382593	18	1	1
524994965366382593	19	1	1
524994965366382593	20	19	-1
524994965366382593	21	17	1
524994965366382593	22	18	1
524994965366382593	23	14	-1
524994965366382593	24	22	1
524994965366382593	25	13	-1
524994965366382593	26	21	-1
524994965366382593	27	21	1
524994965366382593	28	15	-1
524994965366382593	29	27	1
524994965366382593	30	15	1
524994965366382593	31	29	-1
524994965366382593	32	28	1
524994965366382593	33	28	-1
524994965366382593	34	28	-1
524994965366382593	35	33	-1
524994965366382593	36	35	-1
524994965366382593	37	36	1
524994965366382593	38	31	-1
