552791332935434242	1	1	1
552791332935434242	2	1	-1
552791332935434242	3	1	1
552791332935434242	4	1	-1
552791332935434242	5	1	-1
552791332935434242	6	1	1
552791332935434242	7	1	1
552791332935434242	8	5	1
552791332935434242	9	1	-1
552791332935434242	10	1	-1
552791332935434242	11	8	-1
552791332935434242	12	1	-1
552791332935434242	13	1	-1
552791332935434242	14	1	-1
552791332935434242	15	11	-1
552791332935434242	16	1	-1
552791332935434242	17	15	-1
552791332935434242	18	1	-1
552791332935434242	19	12	-1
552791332935434242	20	17	1
552791332935434242	21	18	1
552791332935434242	22	6	-1
552791332935434242	23	5	-1
552791332935434242	24	17	1
552791332935434242	25	24	-1
552791332935434242	26	25	-1
552791332935434242	27	25	-1
552791332935434242	28	27	1
552791332935434242	29	26	-1
552791332935434242	30	29	1
