552824742097719296	1	1	1
552824742097719296	2	1	1
552824742097719296	3	2	1
552824742097719296	4	1	1
552824742097719296	5	2	-1
552824742097719296	6	1	-1
552824742097719296	7	1	1
552824742097719296	8	1	1
552824742097719296	9	8	-1
552824742097719296	10	1	1
552824742097719296	11	5	1
552824742097719296	12	1	-1
552824742097719296	13	1	-1
552824742097719296	14	1	-1
552824742097719296	15	14	-1
552824742097719296	16	14	-1
552824742097719296	17	14	-1
552824742097719296	18	14	1
552824742097719296	19	17	-1
552824742097719296	20	14	1
552824742097719296	21	14	1
552824742097719296	22	14	1
552824742097719296	23	21	-1
552824742097719296	24	14	-1
552824742097719296	25	14	-1
552824742097719296	26	14	1
552824742097719296	27	14	-1
552824742097719296	28	14	-1
552824742097719296	29	14	-1
552824742097719296	30	20	1
552824742097719296	31	14	-1
552824742097719296	32	14	1
