552839800433410049	1	1	1
552839800433410049	2	1	1
552839800433410049	3	1	1
552839800433410049	4	1	1
552839800433410049	5	1	1
552839800433410049	6	1	1
552839800433410049	7	6	1
552839800433410049	8	1	1
552839800433410049	9	1	1
552839800433410049	10	9	1
552839800433410049	11	10	1
552839800433410049	12	1	1
552839800433410049	13	1	1
552839800433410049	14	1	-1
552839800433410049	15	1	1
552839800433410049	16	1	-1
552839800433410049	17	10	1
552839800433410049	18	10	1
552839800433410049	19	10	-1
552839800433410049	20	19	1
