500370188970524672	1	1	1
500370188970524672	2	1	1
500370188970524672	3	1	1
500370188970524672	4	2	1
500370188970524672	5	3	1
500370188970524672	6	1	-1
500370188970524672	7	3	1
500370188970524672	8	1	1
500370188970524672	9	1	-1
500370188970524672	10	7	-1
500370188970524672	11	3	-1
500370188970524672	12	10	-1
500370188970524672	13	12	-1
500370188970524672	14	6	-1
500370188970524672	15	14	1
500370188970524672	16	12	1
500370188970524672	17	16	-1
500370188970524672	18	16	1
500370188970524672	19	18	1
500370188970524672	20	12	1
500370188970524672	21	20	-1
500370188970524672	22	21	-1
500370188970524672	23	20	-1
500370188970524672	24	19	1
500370188970524672	25	20	-1
500370188970524672	26	25	-1
500370188970524672	27	26	1
500370188970524672	28	22	-1
500370188970524672	29	27	1
500370188970524672	30	3	1
500370188970524672	31	27	-1
500370188970524672	32	31	-1
500370188970524672	33	32	1
500370188970524672	34	33	1
500370188970524672	35	34	-1
500370188970524672	36	34	-1
500370188970524672	37	35	1
500370188970524672	38	36	1
500370188970524672	39	37	-1
500370188970524672	40	38	1
500370188970524672	41	38	-1
500370188970524672	42	15	1
500370188970524672	43	41	-1
500370188970524672	44	30	1
500370188970524672	45	44	-1
500370188970524672	46	45	-1
500370188970524672	47	46	1
500370188970524672	48	47	-1
500370188970524672	49	47	1
500370188970524672	50	47	-1
500370188970524672	51	48	1
500370188970524672	52	49	-1
